i,q,symbol,bin
-0.3932268,0.9194415,4,54
-0.8407645,0.5414010,4,55
0.1675701,-0.9858602,4,56
-0.7481380,-0.6635432,4,57
0.8099437,0.5865076,4,58
0.8127623,0.5825955,4,59
0.9919511,-0.1266215,4,60
-0.7754536,-0.6314046,4,61
0.3599724,0.9329630,4,62
-0.9638034,0.2666142,4,63
0.5745296,0.8184838,4,64
-0.8098869,0.5865862,4,65
0.0496517,-0.9987665,4,66
-0.2284082,0.9735655,4,67
-0.9966672,-0.0815754,4,68
-0.7865635,-0.6175094,4,69
-0.9939561,0.1097784,4,70
-0.9781138,-0.2080704,4,71
0.9884206,0.1517387,4,72
-0.4397070,0.8981413,4,73
-0.2299896,0.9731931,4,74
0.8536103,0.5209122,4,75
0.9952273,-0.0975835,4,76
0.6799943,-0.7332174,4,77
